0,0.0
1,4335.792836324428
2,4034.3218092272205
3,3718.9520346384984
4,3414.201475789104
5,3120.5852446857107
6,2834.755504995869
7,2542.184708765764
8,2241.806230433788
9,1939.0264617967528
10,1642.5224285680622
